Id,Probability
1,0.016666666666666666
2,0.022222222222222223
3,0.005555555555555556
4,0.05555555555555555
5,0.18333333333333332
6,0.03888888888888889
7,0.09444444444444444
8,0.06111111111111111
9,0.0
10,0.3220683397481616
11,0.011111111111111112
12,0.03333333333333333
13,0.0
14,0.05
15,0.08333333333333333
16,0.0
17,0.005555555555555556
18,0.0
19,0.17222222222222222
20,0.08888888888888889
21,0.0
22,0.016666666666666666
23,0.0
24,0.49444444444444446
25,0.24444444444444444
26,0.0
27,0.044444444444444446
28,0.0
29,0.016666666666666666
30,0.011111111111111112
31,0.044444444444444446
32,0.0
33,0.0
34,0.011111111111111112
35,0.32222222222222224
36,0.13333333333333333
37,0.022222222222222223
38,0.016666666666666666
39,0.0
40,0.022222222222222223
41,0.32222222222222224
42,0.23333333333333334
43,0.07222222222222222
44,0.0
45,0.06111111111111111
46,0.0
47,0.0
48,0.03333333333333333
49,0.016666666666666666
50,0.022222222222222223
51,0.044444444444444446
52,0.005555555555555556
53,0.0
54,0.011111111111111112
55,0.022222222222222223
56,0.07222222222222222
57,0.0
58,0.3277777777777778
59,0.12222222222222222
60,0.03333333333333333
61,0.022222222222222223
62,0.0
63,0.03333333333333333
64,0.011111111111111112
65,0.03888888888888889
66,0.005555555555555556
67,0.011111111111111112
68,0.17222222222222222
69,0.005555555555555556
70,0.4814814814814815
71,0.0
72,0.10555555555555556
73,0.0
74,0.17222222222222222
75,0.016666666666666666
76,0.06666666666666667
77,0.11666666666666667
78,0.011111111111111112
79,0.022222222222222223
80,0.03888888888888889
81,0.0
82,0.0
83,0.0
84,0.016666666666666666
85,0.016666666666666666
86,0.005555555555555556
87,0.07777777777777778
88,0.0
89,0.016666666666666666
90,0.011111111111111112
91,0.11666666666666667
92,0.0
93,0.027777777777777776
94,0.11666666666666667
95,0.005555555555555556
96,0.3611111111111111
97,0.07222222222222222
98,0.06666666666666667
99,0.005555555555555556
100,0.03333333333333333
101,0.03333333333333333
102,0.05
103,0.0
104,0.06666666666666667
105,0.3055555555555556
106,0.011111111111111112
107,0.2
108,0.027777777777777776
109,0.0
110,0.05
111,0.016666666666666666
112,0.15
113,0.016666666666666666
114,0.7518518518518518
115,0.1388888888888889
116,0.027777777777777776
117,0.0
118,0.044444444444444446
119,0.011111111111111112
120,0.0
121,0.005555555555555556
122,0.08888888888888889
123,0.005555555555555556
124,0.4900925925925927
125,0.0
126,0.027777777777777776
127,0.0
128,0.011111111111111112
129,0.0
130,0.05
131,0.03888888888888889
132,0.06111111111111111
133,0.022222222222222223
134,0.12222222222222222
135,0.21666666666666667
136,0.0
137,0.3
138,0.044444444444444446
139,0.005555555555555556
