Id,Probability
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.014245642349123955
8,0.0
9,0.002284176414832473
10,0.4336281716823578
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.039647698402404785
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.01334985252469778
27,0.0
28,0.003828409593552351
29,0.0
30,0.021678581833839417
31,0.0
32,0.005543588660657406
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.007670925464481115
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,7.2481205573095345e-25
46,0.0015930504305288196
47,0.001978041371330619
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,3.5673130781854647e-37
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.010945692658424377
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.006470539607107639
80,0.0
81,0.010435105301439762
82,0.0
83,1.3029774786142377e-38
84,0.0
85,0.0
86,0.0
87,1.6705022330433499e-19
88,0.010151611641049385
89,0.0
90,3.664869695158247e-17
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0038941125385463238
104,0.0
105,0.1051369160413742
106,1.1845496641606831e-27
107,0.0
108,0.0
109,0.0
110,0.0
111,0.013743883930146694
112,0.033350732177495956
113,0.0
114,0.5073075890541077
115,0.0
116,0.0
117,0.0032579947728663683
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.5315359830856323
125,0.012506931088864803
126,0.0
127,0.0
128,0.0
129,0.003278222633525729
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0001629353064345196
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.001726940623484552
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0028738873079419136
154,0.007904130965471268
155,0.0
156,0.0
157,0.0
158,0.003614027751609683
159,0.04305436834692955
160,0.0
161,0.0
162,0.0
163,0.015650611370801926
164,0.0
165,0.0
166,0.01915973611176014
167,0.5819695591926575
168,0.03692472353577614
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.30460822582244873
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.005623677745461464
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,7.593507308006807e-31
195,0.0
196,0.0
197,0.0035783706698566675
198,0.0
199,0.009418202564120293
200,4.480630539941945e-37
201,0.0
202,0.0
203,0.0
204,0.0
